Volatility 3 Framework 2.28.0

PID	Process	Block	Variable	Value
1136	iexplore.exe	0x3c10b8	windir	C:\Windows
3044	iexplore.exe	0x4510b8	ALLUSERSPROFILE	C:\ProgramData
3044	iexplore.exe	0x4510b8	APPDATA	C:\Users\John Doe\AppData\Roaming
3044	iexplore.exe	0x4510b8	CommonProgramFiles	C:\Program Files\Common Files
3044	iexplore.exe	0x4510b8	COMPUTERNAME	WIN-ETSA91RKCFP
3044	iexplore.exe	0x4510b8	ComSpec	C:\Windows\system32\cmd.exe
3044	iexplore.exe	0x4510b8	FP_NO_HOST_CHECK	NO
3044	iexplore.exe	0x4510b8	HKCU_S	\REGISTRY\CUSER\Software
3044	iexplore.exe	0x4510b8	HKLM_S	\REGISTRY\MACHINE\Software
3044	iexplore.exe	0x4510b8	HOMEDRIVE	C:
3044	iexplore.exe	0x4510b8	HOMEPATH	\Users\John Doe
3044	iexplore.exe	0x4510b8	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
3044	iexplore.exe	0x4510b8	LOGONSERVER	\\WIN-ETSA91RKCFP
3044	iexplore.exe	0x4510b8	NUMBER_OF_PROCESSORS	1
3044	iexplore.exe	0x4510b8	OS	Windows_NT
3044	iexplore.exe	0x4510b8	Path	C:\Program Files\Internet Explorer;;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
3044	iexplore.exe	0x4510b8	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3044	iexplore.exe	0x4510b8	PROCESSOR_ARCHITECTURE	x86
3044	iexplore.exe	0x4510b8	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
3044	iexplore.exe	0x4510b8	PROCESSOR_LEVEL	6
3044	iexplore.exe	0x4510b8	PROCESSOR_REVISION	1706
3044	iexplore.exe	0x4510b8	ProgramData	C:\ProgramData
3044	iexplore.exe	0x4510b8	ProgramFiles	C:\Program Files
3044	iexplore.exe	0x4510b8	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
3044	iexplore.exe	0x4510b8	PUBLIC	C:\Users\Public
3044	iexplore.exe	0x4510b8	SESSIONNAME	Console
3044	iexplore.exe	0x4510b8	SystemDrive	C:
3044	iexplore.exe	0x4510b8	SystemRoot	C:\Windows
3044	iexplore.exe	0x4510b8	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp\Low
3044	iexplore.exe	0x4510b8	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp\Low
3044	iexplore.exe	0x4510b8	USERDOMAIN	WIN-ETSA91RKCFP
3044	iexplore.exe	0x4510b8	USERNAME	John Doe
3044	iexplore.exe	0x4510b8	USERPROFILE	C:\Users\John Doe
3044	iexplore.exe	0x4510b8	windir	C:\Windows
1720	audiodg.exe	0x1008c0	Path	C:\Windows\System32
1720	audiodg.exe	0x1008c0	SystemDrive	C:
1720	audiodg.exe	0x1008c0	SystemRoot	C:\Windows
3144	winpmem-1.3.1.	0x3c10b8	ALLUSERSPROFILE	C:\ProgramData
3144	winpmem-1.3.1.	0x3c10b8	APPDATA	C:\Users\John Doe\AppData\Roaming
3144	winpmem-1.3.1.	0x3c10b8	CommonProgramFiles	C:\Program Files\Common Files
3144	winpmem-1.3.1.	0x3c10b8	COMPUTERNAME	WIN-ETSA91RKCFP
3144	winpmem-1.3.1.	0x3c10b8	ComSpec	C:\Windows\system32\cmd.exe
3144	winpmem-1.3.1.	0x3c10b8	FP_NO_HOST_CHECK	NO
3144	winpmem-1.3.1.	0x3c10b8	HOMEDRIVE	C:
3144	winpmem-1.3.1.	0x3c10b8	HOMEPATH	\Users\John Doe
3144	winpmem-1.3.1.	0x3c10b8	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
3144	winpmem-1.3.1.	0x3c10b8	LOGONSERVER	\\WIN-ETSA91RKCFP
3144	winpmem-1.3.1.	0x3c10b8	NUMBER_OF_PROCESSORS	1
3144	winpmem-1.3.1.	0x3c10b8	OS	Windows_NT
3144	winpmem-1.3.1.	0x3c10b8	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
3144	winpmem-1.3.1.	0x3c10b8	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3144	winpmem-1.3.1.	0x3c10b8	PROCESSOR_ARCHITECTURE	x86
3144	winpmem-1.3.1.	0x3c10b8	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
3144	winpmem-1.3.1.	0x3c10b8	PROCESSOR_LEVEL	6
3144	winpmem-1.3.1.	0x3c10b8	PROCESSOR_REVISION	1706
3144	winpmem-1.3.1.	0x3c10b8	ProgramData	C:\ProgramData
3144	winpmem-1.3.1.	0x3c10b8	ProgramFiles	C:\Program Files
3144	winpmem-1.3.1.	0x3c10b8	PROMPT	$P$G
3144	winpmem-1.3.1.	0x3c10b8	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
3144	winpmem-1.3.1.	0x3c10b8	PUBLIC	C:\Users\Public
3144	winpmem-1.3.1.	0x3c10b8	SystemDrive	C:
3144	winpmem-1.3.1.	0x3c10b8	SystemRoot	C:\Windows
3144	winpmem-1.3.1.	0x3c10b8	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
3144	winpmem-1.3.1.	0x3c10b8	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
3144	winpmem-1.3.1.	0x3c10b8	USERDOMAIN	WIN-ETSA91RKCFP
3144	winpmem-1.3.1.	0x3c10b8	USERNAME	John Doe
3144	winpmem-1.3.1.	0x3c10b8	USERPROFILE	C:\Users\John Doe
3144	winpmem-1.3.1.	0x3c10b8	windir	C:\Windows
